1,3996,0
2,3996,0
3,3996,0
4,3996,0
5,3996,0
6,3996,0
7,3996,0
8,3996,0
9,3996,0
10,3996,0
11,3996,0
12,3996,0
13,3996,0
14,3996,0
15,3996,0
16,3996,0
17,3996,0
18,3996,0
19,3996,0
20,3996,0
21,3996,0
22,3996,0
23,3996,0
24,3996,0
25,3996,0
26,3996,0
27,3996,0
28,3996,0
29,3996,0
30,3996,0
31,3996,0
32,3996,0
33,3996,0
34,3996,0
35,3996,0
36,3996,0
37,3996,0
38,3996,0
39,3996,0
40,3996,0
41,3996,0
42,3996,0
43,3996,0
44,3996,0
45,3996,0
46,3996,0
47,3996,0
48,3996,0
49,3996,0
50,3996,0
51,3996,0
52,3996,0
53,3996,0
54,3996,0
55,3996,0
56,3996,0
57,3996,0
58,3996,0
59,3996,0
60,3996,0
61,3996,0
62,3996,0
63,3996,0
64,3996,0
65,3996,0
66,3996,0
67,3996,0
68,3996,0
69,3996,0
70,3996,0
71,3996,0
72,3996,0
73,3996,0
74,3996,0
75,3996,0
76,3996,0
77,3996,0
78,3996,0
79,3996,0
80,3996,0
81,3996,0
82,3996,0
83,3996,0
84,3996,0
85,3996,0
86,3996,0
87,3996,0
88,3996,0
89,3996,0
90,3996,0
91,3996,0
92,3996,0
93,3996,0
94,3996,0
95,3996,0
96,3996,0
97,3996,0
98,3996,0
99,3996,0
100,3996,0
101,3996,0
102,3996,0
103,3996,0
104,3996,0
105,3996,0
106,3996,0
107,3996,0
108,3996,0
109,3996,0
110,3996,0
111,3996,0
112,3996,0
113,3996,0
114,3996,0
115,3996,0
116,3996,0
117,3996,0
118,3996,0
119,3996,0
120,3996,0
121,3996,0
122,3996,0
123,3996,0
124,3996,0
125,3996,0
126,3996,0
127,3996,0
128,3996,0
129,3996,0
130,3996,0
131,3996,0
132,3996,0
133,3996,0
134,3996,0
135,3996,0
136,3996,0
137,3996,0
138,3996,0
139,3996,0
140,3996,0
141,3996,0
142,3996,0
143,3996,0
144,3996,0
145,3996,0
146,3996,0
147,3996,0
148,3996,0
149,3996,0
150,3996,0
151,3996,0
152,3996,0
153,3996,0
