1,3995,0
2,3995,0
3,3995,0
4,3995,0
5,3995,0
6,3995,0
7,3995,0
8,3995,0
9,3995,0
10,3995,0
11,3995,0
12,3995,0
13,3995,0
14,3995,0
15,3995,0
16,3995,0
17,3995,0
18,3995,0
19,3995,0
20,3995,0
21,3995,0
22,3995,0
23,3995,0
24,3995,0
25,3995,0
26,3995,0
27,3995,0
28,3995,0
29,3995,0
30,3995,0
31,3995,0
32,3995,0
33,3995,0
34,3995,0
35,3995,0
36,3995,0
37,3995,0
38,3995,0
39,3995,0
40,3995,0
41,3995,0
42,3995,0
43,3995,0
44,3995,0
45,3995,0
46,3995,0
47,3995,0
48,3995,0
49,3995,0
50,3995,0
51,3995,0
52,3995,0
53,3995,0
54,3995,0
55,3995,0
56,3995,0
57,3995,0
58,3995,0
59,3995,0
60,3995,0
61,3995,0
62,3995,0
63,3995,0
64,3995,0
65,3995,0
66,3995,0
67,3995,0
68,3995,0
69,3995,0
70,3995,0
71,3995,0
72,3995,0
73,3995,0
74,3995,0
75,3995,0
76,3995,0
77,3995,0
78,3995,0
79,3995,0
80,3995,0
81,3995,0
82,3995,0
83,3995,0
84,3995,0
85,3995,0
86,3995,0
87,3995,0
88,3995,0
89,3995,0
90,3995,0
91,3995,0
92,3995,0
93,3995,0
94,3995,0
95,3995,0
96,3995,0
97,3995,0
98,3995,0
99,3995,0
100,3995,0
101,3995,0
102,3995,0
103,3995,0
104,3995,0
105,3995,0
106,3995,0
107,3995,0
108,3995,0
109,3995,0
110,3995,0
111,3995,0
112,3995,0
113,3995,0
114,3995,0
115,3995,0
116,3995,0
117,3995,0
118,3995,0
119,3995,0
120,3995,0
121,3995,0
122,3995,0
123,3995,0
124,3995,0
125,3995,0
126,3995,0
127,3995,0
128,3995,0
129,3995,0
130,3995,0
131,3995,0
132,3995,0
133,3995,0
134,3995,0
135,3995,0
136,3995,0
137,3995,0
138,3995,0
139,3995,0
140,3995,0
141,3995,0
142,3995,0
143,3995,0
144,3995,0
145,3995,0
146,3995,0
147,3995,0
148,3995,0
149,3995,0
150,3995,0
151,3995,0
152,3995,0
153,3995,0
154,3995,0
