0,1,200
1,1,0
2,1,200
3,1,0
4,1,200
5,1,0
6,1,200
7,1,0
8,1,200
9,1,0
10,1,200
11,1,0
12,1,200
13,1,0
14,1,200
15,1,0
16,1,200
17,1,0
18,1,200
19,1,0
20,1,200
21,1,0
22,1,200
23,1,0
24,1,200
25,1,0
26,1,200
27,1,0
28,1,200
29,1,0
30,1,200
31,1,0
32,1,200
33,1,0
34,1,200
35,1,0
36,1,200
37,1,0
38,1,200
39,1,0
40,1,200
41,1,0
42,1,200
43,1,0
44,1,200
45,1,0
46,1,200
47,1,0
48,1,200
49,1,0
50,1,200
51,1,0
52,1,200
53,1,0
54,1,200
55,1,0
56,1,200
57,1,0
58,1,200
59,1,0
60,1,200
61,1,0
62,1,200
63,1,0
64,1,200
65,1,0
66,1,200
67,1,0
68,1,200
69,1,0
70,1,200
71,1,0
72,1,200
73,1,0
74,1,200
75,1,0
76,1,200
77,1,0
78,1,200
79,1,0
80,1,200
81,1,0
82,1,200
83,1,0
84,1,200
85,1,0
86,1,200
87,1,0
88,1,200
89,1,0
90,1,200
91,1,0
92,1,200
93,1,0
94,1,200
95,1,0
96,1,200
97,1,0
98,1,200
99,1,0
