0,freegame,1.3,211.6
1,freegame,26.0,134.6
2,freegame,0.0,98.4
3,freegame,0.0,157.8
4,freegame,0.0,173.5
5,freegame,0.0,78.7
6,freegame,0.0,18.4
7,freegame,0.0,34.4
8,freegame,0.0,93.1
9,freegame,0.0,53.2
10,freegame,1.2,191.6
11,freegame,0.0,1204.2
12,freegame,0.0,426.9
13,freegame,2.6,251.3
14,freegame,0.0,6.3
15,freegame,1.5,12.4
16,freegame,0.0,242.9
17,freegame,0.0,226.8
18,freegame,0.0,429.1
19,freegame,0.0,265.4
20,freegame,0.0,13.7
21,freegame,0.0,395.5
22,freegame,0.0,234.2
23,freegame,0.0,39.2
24,freegame,0.0,143.8
25,freegame,0.0,26.9
26,freegame,0.0,517.5
27,freegame,23.8,84.9
28,freegame,0.0,78.2
29,freegame,0.0,148.2
30,freegame,0.0,20.8
31,freegame,0.0,87.5
32,freegame,7.8,312.3
33,freegame,0.0,40.8
34,freegame,0.0,220.6
35,freegame,55.0,88.7
36,freegame,0.6,281.6
37,freegame,11.7,446.7
38,freegame,0.0,191.4
39,freegame,0.0,23.6
40,freegame,2.4,483.8
41,freegame,22.0,347.1
42,freegame,24.0,188.6
43,freegame,60.8,111.8
44,freegame,2.6,221.8
45,freegame,12.0,144.8
46,freegame,0.0,79.1
47,freegame,0.0,24.4
48,freegame,0.0,86.0
49,freegame,0.0,170.4
50,freegame,0.0,1003.1
51,freegame,0.0,148.8
52,freegame,0.0,15.8
53,freegame,12.0,8.1
54,freegame,0.0,225.6
55,freegame,0.0,219.7
56,freegame,0.0,223.2
57,freegame,25.3,421.1
58,freegame,0.0,54.7
59,freegame,0.0,52.3
60,freegame,0.0,68.4
61,freegame,0.0,203.5
62,freegame,0.0,356.5
63,freegame,0.0,105.6
64,freegame,22.0,651.9
65,freegame,53.2,80.1
66,freegame,0.0,36.6
67,freegame,0.0,149.4
68,freegame,20.8,132.2
69,freegame,0.0,31.9
70,freegame,0.0,703.5
71,freegame,0.0,20.6
72,freegame,1.0,450.9
73,freegame,0.0,412.3
74,freegame,0.0,238.4
75,freegame,0.0,55.2
76,freegame,0.0,98.7
77,freegame,0.0,145.9
78,freegame,39.0,45.9
79,freegame,18.5,58.1
80,freegame,16.0,83.5
81,freegame,0.0,51.3
82,freegame,0.0,383.0
83,freegame,0.0,244.4
84,freegame,0.0,126.8
85,freegame,0.0,81.0
86,freegame,0.0,31.5
87,freegame,0.0,14.2
88,freegame,15.5,23.0
89,freegame,0.0,273.2
90,freegame,0.0,114.0
91,freegame,0.0,314.1
92,freegame,0.0,1200.6
93,freegame,0.0,378.5
94,freegame,0.0,394.7
95,freegame,0.0,449.7
96,freegame,3.6,476.4
97,freegame,0.0,93.7
98,freegame,0.0,398.2
99,freegame,0.0,120.4
100,freegame,0.0,537.3
101,freegame,0.0,78.6
102,freegame,0.0,401.4
103,freegame,0.0,437.9
104,freegame,0.0,79.4
105,freegame,0.0,284.3
106,freegame,0.0,40.1
107,freegame,0.0,106.8
108,freegame,0.0,88.6
109,freegame,0.0,380.3
110,freegame,0.0,12.5
111,freegame,0.0,171.8
112,freegame,0.0,119.4
113,freegame,0.0,446.7
114,freegame,26.0,245.2
115,freegame,42.0,378.1
116,freegame,0.0,68.5
117,freegame,32.5,44.6
118,freegame,0.0,189.2
119,freegame,124.8,33.2
120,freegame,0.0,151.6
121,freegame,0.0,12.7
122,freegame,0.0,387.5
123,freegame,0.0,126.3
124,freegame,0.0,312.3
125,freegame,0.0,868.1
126,freegame,0.0,245.0
127,freegame,0.0,96.0
128,freegame,0.0,257.3
129,freegame,0.0,230.7
130,freegame,0.0,236.4
131,freegame,0.0,71.5
132,freegame,87.6,136.2
133,freegame,0.0,175.1
134,freegame,6.0,195.7
135,freegame,0.0,352.9
136,freegame,0.0,247.6
137,freegame,0.0,50.5
138,freegame,2.0,190.5
139,freegame,0.0,53.3
140,freegame,0.0,565.3
141,freegame,0.0,210.3
142,freegame,110.0,91.2
143,freegame,0.0,128.8
144,freegame,0.0,344.8
145,freegame,26.4,257.7
146,freegame,0.0,16.9
147,freegame,0.0,179.3
148,freegame,25.2,305.7
149,freegame,0.0,77.6
150,freegame,0.0,125.9
151,freegame,0.0,77.0
152,freegame,0.0,209.0
153,freegame,0.0,95.1
154,freegame,0.2,24.7
155,freegame,0.0,145.6
156,freegame,0.0,66.2
157,freegame,60.0,8.7
158,freegame,0.0,73.3
159,freegame,0.0,12.0
160,freegame,0.0,55.7
161,freegame,0.0,585.6
162,freegame,40.3,547.1
163,freegame,0.0,161.3
164,freegame,0.0,225.2
165,freegame,0.0,10.4
166,freegame,0.0,31.0
167,freegame,0.0,49.1
168,freegame,0.0,173.6
169,freegame,0.0,67.7
170,freegame,0.0,28.3
171,freegame,4.0,87.8
172,freegame,19.2,7.7
173,freegame,0.0,65.1
174,freegame,10.0,161.6
175,freegame,0.0,186.1
176,freegame,0.0,280.5
177,freegame,0.0,153.7
178,freegame,0.0,646.6
179,freegame,0.0,518.6
180,freegame,0.0,310.1
181,freegame,2.0,946.0
182,freegame,0.0,12.3
183,freegame,6.0,343.0
184,freegame,30.4,202.3
185,freegame,0.0,19.5
186,freegame,0.0,438.2
187,freegame,194.0,145.4
188,freegame,0.0,93.3
189,freegame,0.0,12.2
190,freegame,0.0,139.6
191,freegame,88.8,173.9
192,freegame,0.0,262.0
193,freegame,0.0,404.9
194,freegame,0.0,68.4
195,freegame,51.2,21.0
196,freegame,4.0,148.5
197,freegame,50.0,120.8
198,freegame,0.0,99.0
199,freegame,3.6,28.4
200,freegame,0.0,210.4
201,freegame,0.0,136.3
202,freegame,0.0,170.6
203,freegame,0.0,3.6
204,freegame,0.0,176.4
205,freegame,0.0,231.5
206,freegame,0.0,101.2
207,freegame,0.0,192.3
208,freegame,33.7,72.1
209,freegame,0.0,58.2
210,freegame,0.0,114.0
211,freegame,3.0,104.3
212,freegame,0.0,10.9
213,freegame,0.0,51.5
214,freegame,3.2,230.7
215,freegame,0.0,793.7
216,freegame,0.0,292.7
217,freegame,0.0,28.6
218,freegame,0.0,321.2
219,freegame,10.8,173.8
220,freegame,110.0,120.9
221,freegame,119.0,29.1
222,freegame,0.0,87.6
223,freegame,1.0,21.0
224,freegame,0.0,1.5
225,freegame,0.0,200.2
226,freegame,0.0,133.2
227,freegame,0.0,80.1
228,freegame,0.0,110.0
229,freegame,0.0,87.0
230,freegame,0.0,126.7
231,freegame,0.0,44.5
232,freegame,0.0,35.2
233,freegame,0.0,117.0
234,freegame,0.0,250.4
235,freegame,0.0,12.2
236,freegame,1.0,53.1
237,freegame,0.0,42.7
238,freegame,0.0,55.1
239,freegame,0.0,256.8
240,freegame,0.0,84.5
241,freegame,0.0,14.7
242,freegame,0.0,94.3
243,freegame,0.0,390.7
244,freegame,0.0,228.2
245,freegame,0.0,138.3
246,freegame,0.0,41.5
247,freegame,0.0,39.0
248,freegame,0.0,174.8
249,freegame,0.0,129.1
250,freegame,0.0,118.8
251,freegame,0.0,267.5
252,freegame,4.8,41.1
253,freegame,0.0,90.2
254,freegame,0.0,373.1
255,freegame,75.0,178.8
256,freegame,1.0,222.0
257,freegame,0.0,807.2
258,freegame,0.0,82.4
259,freegame,0.0,272.2
260,freegame,0.0,195.9
261,freegame,0.0,297.0
262,freegame,35.1,47.0
263,freegame,9.0,141.9
264,freegame,0.0,12.2
265,freegame,0.0,62.8
266,freegame,0.0,632.4
267,freegame,72.0,49.6
268,freegame,0.0,153.5
269,freegame,0.0,16.0
270,freegame,0.0,454.3
271,freegame,0.0,184.4
272,freegame,19.5,61.7
273,freegame,0.0,43.4
274,freegame,0.0,843.9
275,freegame,250.0,167.7
276,freegame,0.0,144.6
277,freegame,0.0,81.4
278,freegame,0.0,212.7
279,freegame,0.0,60.5
280,freegame,0.0,41.5
281,freegame,0.0,22.7
282,freegame,2.0,62.1
283,freegame,0.0,107.1
284,freegame,0.0,95.3
285,freegame,1.2,208.3
286,freegame,0.0,1.4
287,freegame,0.0,187.7
288,freegame,39.5,139.3
289,freegame,127.4,7.2
290,freegame,0.0,444.8
291,freegame,11.6,69.6
292,freegame,0.0,809.4
293,freegame,0.0,349.4
294,freegame,71.0,334.7
295,freegame,0.0,2.2
296,freegame,0.0,288.3
297,freegame,0.0,135.9
298,freegame,0.0,54.0
299,freegame,0.0,88.4
300,freegame,0.0,786.4
301,freegame,0.0,275.8
302,freegame,0.0,121.4
303,freegame,0.0,64.6
304,freegame,0.0,500.5
305,freegame,24.7,176.7
306,freegame,0.0,213.7
307,freegame,14.8,253.8
308,freegame,6.8,225.5
309,freegame,0.0,13.7
310,freegame,0.0,17.8
311,freegame,0.0,87.1
312,freegame,24.4,208.9
313,freegame,4.8,142.5
314,freegame,3.6,209.1
315,freegame,3.6,136.4
316,freegame,0.0,581.7
317,freegame,20.0,288.2
318,freegame,0.0,478.3
319,freegame,0.0,76.3
320,freegame,3.2,79.1
321,freegame,0.0,747.0
322,freegame,0.0,174.9
323,freegame,0.0,97.2
324,freegame,0.0,236.1
325,freegame,0.0,104.2
326,freegame,16.8,636.1
327,freegame,0.0,365.4
328,freegame,0.0,1154.1
329,freegame,0.0,36.5
330,freegame,0.0,195.9
331,freegame,0.0,9.0
332,freegame,14.5,377.7
333,freegame,37.8,218.3
334,freegame,0.0,70.5
335,freegame,14.0,20.6
336,freegame,8.0,149.2
337,freegame,0.0,14.4
338,freegame,0.0,1217.2
339,freegame,0.0,7.7
340,freegame,0.0,841.9
341,freegame,0.0,206.7
342,freegame,0.0,18.6
343,freegame,0.0,45.9
344,freegame,0.0,264.7
345,freegame,0.0,301.8
346,freegame,133.6,25.1
347,freegame,0.0,478.9
348,freegame,7.6,10.2
349,freegame,4.0,403.6
350,freegame,48.0,1004.1
351,freegame,0.0,8.9
352,freegame,0.0,9.0
353,freegame,0.0,264.0
354,freegame,8.4,67.7
355,freegame,0.0,79.7
356,freegame,11.2,36.4
357,freegame,0.0,30.5
358,freegame,0.0,225.3
359,freegame,0.0,162.9
360,freegame,0.0,310.2
361,freegame,0.0,197.3
362,freegame,0.0,180.0
363,freegame,0.0,374.6
364,freegame,18.0,84.4
365,freegame,0.0,166.7
366,freegame,0.0,30.6
367,wincap,0.0,5000.0
368,freegame,0.0,244.1
369,freegame,36.0,36.7
370,freegame,0.0,321.4
371,freegame,0.0,171.5
372,freegame,0.0,190.4
373,freegame,0.0,64.2
374,freegame,0.0,78.2
375,freegame,0.0,569.9
376,freegame,0.0,67.5
377,freegame,0.0,103.5
378,freegame,0.0,86.3
379,freegame,0.0,337.7
380,freegame,0.0,57.9
381,freegame,0.0,41.4
382,freegame,0.0,81.9
383,freegame,0.0,66.1
384,freegame,4.0,283.5
385,freegame,8.0,63.1
386,freegame,2.0,151.7
